show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
80082749,Movie,A Heavy Heart,Thomas Stuber,"Peter Kurth, Lena Lauzemis, Lina Wendel, Edin Hasanovic, Marko Dyrlich, Peter Schneider, Reiner Schöne, Udo Kroschwald",Germany,"February 15, 2017",2015,NR,109 min,"Dramas, Independent Movies, International Movies","Long past his heyday, a still-virile boxer tries to reconnect with his daughter as he confronts the onset of a terminal, degenerative neural disorder."
80065214,Movie,"Aram, Aram",Christopher Chambers,"John Roohinian, Levon Sharafyan, Sevak Hakoyan, David Villada, Mike Ghader, Razmik Mansuryan, Lorita Meg, Amy Sanders, Alla Tumanian",United States,"February 15, 2017",2015,TV-14,79 min,"Dramas, Independent Movies","Newly orphaned Aram leaves Beirut to live with his grandfather in Los Angeles, and overwhelmed by culture shock, he falls prey to an Armenian gang."
80152155,Movie,La Coppia dei Campioni,Giulio Base,"Massimo Boldi, Massimiliano Tortora, Anna Maria Barbera, Massimo Ceccherini, Pia Lanciotti, Flora Canto",Italy,"February 15, 2017",2016,TV-MA,88 min,"Comedies, International Movies","After winning a shared trip to a soccer match, two colleagues who hold opposite world views find they're stuck traveling together for the duration."
80158801,TV Show,Nightmare High,,"So-hyun Kim, Min-hyuk Lee, Ki-joon Uhm, Da-Ye Kim, Seung-do Baek, Shin-ae Seo",South Korea,"February 15, 2017",2016,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","After a new teacher arrives, students' dreams begin to come true. Class president Ye-rim must solve the nightmarish mystery before it's too late."
70137744,Movie,Rush: Beyond the Lighted Stage,"Sam Dunn, Scot McFadyen",,Canada,"February 15, 2017",2010,TV-14,107 min,"Documentaries, Music & Musicals","Celebrate the remarkable 40-year career of influential Canadian rockers Rush with this documentary, which details the band's formation and evolution."
80158803,TV Show,Spark,,"Jong-chan Na, Bo-ra Nam, Da-young Joo, Yeo One, Ki-sung Bae, Jin-joo Park, Eun-soo Kwon",South Korea,"February 15, 2017",2016,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",A young woman's life gets a jump-start after she and a musical genius are both struck by the same falling star. But will the side effects derail love?
80167461,Movie,The Fury of a Patient Man,Raúl Arévalo,"Antonio de la Torre, Luis Callejo, Ruth Díaz, Raúl Jiménez, Manolo Solo, Font García, Pilar Gómez, Alicia Rubio",Spain,"February 15, 2017",2016,NR,92 min,"International Movies, Thrillers","After his lover is killed in a jewelry store robbery, quiet José romances café owner Ana, who's unaware he has other motivations."
80157565,Movie,The Memory of Water,Matías Bize,"Elena Anaya, Benjamín Vicuña, Néstor Cantillana, Sergio Hernández, Silvia Marty, Etienne Bobenrieth, Antonia Zegers, Pablo Cerda","Chile, Spain, Argentina, Germany","February 15, 2017",2015,NR,88 min,"Dramas, International Movies","When the accidental death of a couple's young son sends them grieving in opposite directions, they're forced to re-examine their life and marriage."
80007215,Movie,Stop at Nothing: The Lance Armstrong Story,Alex Holmes,,"Australia, United Kingdom, United States, New Zealand, Italy, France","February 15, 2015",2014,NR,100 min,"Documentaries, International Movies, Sports Movies","An athlete dupes the world with his tale of miraculous recovery from cancer, becoming a sports hero and beacon of hope, but can he outpace the truth?"
80204889,TV Show,Dating Around,,,,"February 14, 2019",2019,TV-MA,1 Season,"Reality TV, Romantic TV Shows","In each episode of flirtations and fails, one real-life single navigates five blind dates. The mission: Find one match worthy of a second date."
81071972,Movie,Grass,Tanuj Chopra,"Emily Chang, Pia Shah, Anthony Ma",United States,"February 14, 2019",2017,TV-MA,57 min,"Comedies, Independent Movies",Good girl Cam recruits her pot-loving bestie Jinky to help deliver a backpack full of weed for her drug-dealing fiancé.
80244853,Movie,"Ken Jeong: You Complete Me, Ho",Jon M. Chu,Ken Jeong,United States,"February 14, 2019",2019,TV-MA,62 min,Stand-Up Comedy,"In his first-ever stand-up special, Ken Jeong pays tribute to his wife and shares stories about Hollywood and how ""The Hangover"" saved his life."
80167498,Movie,Chris Rock: Tamborine,Bo Burnham,Chris Rock,United States,"February 14, 2018",2018,TV-MA,65 min,Stand-Up Comedy,"Chris Rock takes the stage in Brooklyn for a comedy special filled with searing observations on fatherhood, infidelity and American politics."
80227304,Movie,Love Per Square Foot,Anand Tiwari,"Vicky Kaushal, Angira Dhar, Alankrita Sahai, Raghuvir Yadav, Ratna Pathak Shah, Supriya Pathak",India,"February 14, 2018",2018,TV-14,133 min,"Comedies, International Movies, Romantic Movies","Individually, bank employees Sanjay and Karina don't earn enough to be able to buy a home, so they decide to enter into a marriage of convenience."
80118913,TV Show,The Mortified Guide,,,United States,"February 14, 2018",2018,TV-MA,1 Season,Docuseries,"Brave people get onstage to read hilarious and humiliating tales of gawky teenage love, family dysfunction and other stories from their younger years."
80081987,Movie,Girlfriend's Day,Michael Paul Stephenson,"Bob Odenkirk, Amber Tamblyn, Natasha Lyonne, Alex Karpovsky, Stacy Keach, Andy Richter, Ed Begley Jr., David Sullivan, Larry Fessenden, June Diane Raphael, Rich Sommer, Steven Michael Quezada, Echo Kellum, Stephanie Courtney, Toby Huss, Tucker Smallwood, Kevin O'Grady, Nate Mooney",United States,"February 14, 2017",2017,TV-MA,71 min,"Comedies, Independent Movies","When he's caught up in a deadly conspiracy, an unemployed greeting card writer must create the perfect card for a new holiday to save his skin."
80134968,Movie,Katherine Ryan: In Trouble,Colin Dench,Katherine Ryan,United Kingdom,"February 14, 2017",2017,TV-MA,64 min,Stand-Up Comedy,"Stand-up comic Katherine Ryan reminisces about unusual relationships, life in the hometown she hates and the time she enraged an entire nation."
80134887,Movie,Me and the Alien,Jesús Magaña Vázquez,"Ines De Tavira, Juan Pablo Campa, Paco de la Fuente, Juan Ugarte, Carlos Aragón, Gloria Toba, Jessy Bulbo, Tato Alexander, Fabiola Guajardo, Arturo Carmona",Mexico,"February 14, 2017",2016,TV-MA,83 min,"Comedies, Dramas, International Movies","Hoping to pump up their sound, a punk band hires Pepe, a keyboardist with Down Syndrome, but tensions erupt when he steals the show with his talent."
80150604,TV Show,White Nights,,"Yo-Won Lee, Goo Jin, U-ie, Hae-in Jung, Gook-hwan Jeon, Han-yong Jeong",South Korea,"February 14, 2017",2016,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","A coldhearted heiress, a man from her past and an ambitious new hire in her company all become entangled on a battleground for money and power."
80046696,Movie,Sister Code,Corey Grant,"Drew Sidora, Eva Marcille, Amber Rose, Marcus T. Paulk, Erica Ash, Essence Atkins, Amin Joseph, Rolonda Watts, Brooklyn McLinn, Don Hale Jr., Duane Martin, Anne-Marie Johnson",United States,"February 14, 2016",2015,R,95 min,"Comedies, Dramas, Romantic Movies","After the death of their beloved mother, three foster sisters find their bond tested by old grudges, career tensions and a startling revelation."
70118368,Movie,Merantau,Gareth Evans,"Iko Uwais, Sisca Jessica, Christine Hakim, Mads Koudal, Yusuf Aulia, Alex Abbad, Yayan Ruhian, Laurent Buson, Donny Alamsyah, Ratna Galih",Indonesia,"February 13, 2019",2009,R,112 min,"Action & Adventure, Dramas, International Movies","In this fast-paced Indonesian thriller, a young martial arts master travels to Jakarta, where he saves an orphan from a human-trafficking ring."
80168084,Movie,Trophy,"Shaul Schwarz, Christina Clusiau",,"United Kingdom, Namibia, South Africa, Zimbabwe, United States","February 13, 2018",2017,TV-MA,110 min,Documentaries,This documentary explores the tensions between the lucrative big-game hunting business and wildlife conservation from a variety of perspectives.
80038290,Movie,Virunga: Gorillas in Peril,,,United States,"February 13, 2015",2015,NR,29 min,Documentaries,The team behind the searing documentary reveals what inspired them to tell the story of Virunga and the lethal fight to save the gorillas' sanctuary.
81074663,Movie,Period. End of Sentence.,Rayka Zehtabchi,,United States,"February 12, 2019",2018,TV-PG,26 min,Documentaries,"In rural India, where the stigma of menstruation persists, women make low-cost sanitary pads on a new machine and stride toward financial independence."
81012294,Movie,Ten Years,"Jevons Au, Zune Kwok, Chow Kwun-wai, Ng Ka-Leung, Wong Fei-Pang","Wong Jing, Lau Ho-Chi, Leung Kin-Ping",Hong Kong,"February 12, 2019",2015,TV-MA,102 min,"Dramas, Independent Movies, International Movies","Five shorts reveal a fictional Hong Kong in 2025, depicting a dystopian city where residents and activists face crackdowns under iron-fisted rule."
80013293,Movie,Clouds of Sils Maria,Olivier Assayas,"Juliette Binoche, Kristen Stewart, Chloë Grace Moretz, Lars Eidinger, Johnny Flynn, Angela Winkler, Hanns Zischler, Brady Corbet","France, Germany, Switzerland","February 12, 2017",2014,R,124 min,"Dramas, International Movies","A middle-aged actress is cast in a film adaptation of the play that made her famous 20 years earlier, but in a much less glamorous role."
80241304,Movie,We the Animals,Jeremiah Zagar,"Evan Rosado, Josiah Gabriel, Isaiah Kristian, Raúl Castillo, Sheila Vand, Giovanni Pacciarelli, Terry Holland, Moe Isaac, Mickey Anthony, Tom Malley",United States,"February 11, 2019",2018,R,93 min,"Dramas, Independent Movies","A trio of brothers cope with their parents' volatile relationship by running wild and unchecked, and one of them experiences a visceral awakening."
80147513,Movie,Stronger Than the World,Afonso Poyart,"José Loreto, Cleo Pires, Milhem Cortaz, Jackson Antunes, Claudia Ohana, Rômulo Arantes Neto, Paloma Bernardi, Thaila Ayala, Rafinha Bastos, Felipe Titto",Brazil,"February 11, 2017",2016,NR,123 min,"Action & Adventure, Dramas, International Movies","After a tough upbringing, natural-born fighter José Aldo confronts his personal demons in his quest to become an MMA champion in this sports biopic."
80057749,TV Show,Cyborg 009: Call of Justice,,"Keisuke Koumoto, Risa Taneda, Misato Fukuen, Takuya Sato, Satoshi Hino, Kenji Nomura, Mitsuaki Madono, Setsuji Sato, Haruki Ishiya, Ryo Sugisaki, Yui Makino, Kazuhiko Inoue, Yuko Kaida",Japan,"February 10, 2017",2017,TV-14,1 Season,"Anime Series, International TV Shows","Years after taking up normal lives incognito, the cyborgs are forced to fight again when the superhuman Blessed appear with a plan for humanity."
80103818,Movie,David Brent: Life on the Road,Ricky Gervais,"Ricky Gervais, Doc Brown, Tom Basden, Jo Hartley, Tom Bennett, Andrew Brooke, Nina Sosanya, Andy Burrows, Kevin Bishop, Roisin Conaty, Diane Morgan, Ashley McGuire, Alexander Arnold, Mandeep Dhillon","United Kingdom, United States","February 10, 2017",2016,TV-MA,97 min,"Comedies, International Movies","With ""The Office"" long in the past, middling salesman David Brent ditches work and goes on tour with his rock band in a disastrous stab at stardom."
80141788,Movie,Grillo vs Grillo,,Beppe Grillo,Italy,"February 10, 2017",2017,TV-MA,96 min,Stand-Up Comedy,"Outspoken comedian Beppe Grillo reminisces about his long career, including the triumphs and controversies that fueled his rise in Italian politics."
80106791,Movie,Hitler - A Career,"Joachim Fest, Christian Herrendoerfer",,West Germany,"February 10, 2017",1977,TV-MA,150 min,"Documentaries, International Movies","This documentary examines how Adolf Hitler's talent for manipulation, psychology and image-making led him from humble origins to near-world conquest."
80174429,TV Show,Metallica: Some Kind of Monster,"Joe Berlinger, Bruce Sinofsky","James Hetfield, Lars Ulrich, Kirk Hammett, Robert Trujillo",United States,"February 10, 2017",2014,TV-MA,1 Season,TV Shows,"This collection includes the acclaimed rock documentary about Metallica, plus a film checking in with the still-thriving group 10 years later."
81037273,Movie,14 Minutes from Earth,"Adam Davis, Jerry Kolber, Trey Nelson, Erich Sturm",,United States,"February 1, 2019",2016,TV-14,84 min,Documentaries,A Google executive boldly attempts a death-defying mission to travel to space and free-fall back to Earth without a rocket.
60022998,Movie,About a Boy,"Chris Weitz, Paul Weitz","Nicholas Hoult, Toni Collette, Victoria Smurfit, Sharon Small, Natalia Tena, Isabel Brook, Hugh Grant, Rachel Weisz, Nicholas Hutchison","United Kingdom, United States, France, Germany","February 1, 2019",2002,PG-13,101 min,"Comedies, Dramas, International Movies","Hip, irresponsible Londoner Will invents an imaginary son and starts attending single-parent meetings to find available women."
80205595,TV Show,Always a Witch,,"Angely Gaviria, Sebastián Eslava, Luis Fernando Hoyos, Verónica Orozco, Lenard Vanderaa, Sofía Araujo, Dylan Fuentes, Valeria Emiliani, Dubán Prado, Carlos Quintero",Colombia,"February 1, 2019",2019,TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas","A young 17th-century witch time travels to the future to save the man she loves, but first must adjust to present-day Cartagena and defeat a dark rival."
81063028,TV Show,Beast Legends,,"Steve Leonard, Francis Manapul, Kathryn Denning, Scott Edwards, Mike Paixao",Canada,"February 1, 2019",2010,TV-PG,1 Season,Docuseries,A diverse crew of experts dive deep into the origin stories of mythological monsters before building replicas of the creatures using 3D CGI technology.
60003378,Movie,Billy Elliot,Stephen Daldry,"Jamie Bell, Gary Lewis, Stuart Wells, Billy Fane, Colin MacLachlan, Nicola Blackwell, Carol McGuigan, Joe Renton, Janine Birkett, Charlie Hardwick, Mike Elliot, Jean Heywood, Jamie Draven, Julie Walters, Trevor Fox, Adam Cooper","United Kingdom, France","February 1, 2019",2000,R,110 min,"Dramas, Independent Movies, International Movies","When a boy trades boxing school for ballet lessons, he may take his newfound talent all the way to the top - and win over his disapproving father."
81063160,TV Show,Camp X,,,Canada,"February 1, 2019",2014,TV-MA,1 Season,Docuseries,"Established during World War II, North America's first secret agent training school – known as Camp X – paved the way for present-day espionage."
70132722,Movie,Cats & Dogs: The Revenge of Kitty Galore,Brad Peyton,"James Marsden, Nick Nolte, Christina Applegate, Katt Williams, Bette Midler, Neil Patrick Harris, Sean Hayes, Wallace Shawn, Roger Moore, Joe Pantoliano, Michael Clarke Duncan, Chris O'Donnell, Jack McBrayer, Kiernan Shipka","United States, Australia","February 1, 2019",2010,PG,82 min,"Children & Family Movies, Comedies",Cats and dogs must set aside their differences and merge animal instincts when Kitty Galore decides to claw her way to global domination.
81045891,Movie,Dear Ex,"Hsu Chih-yen, Mag Hsu","Roy Chiu, Hsieh Ying-xuan, Joseph Huang, Spark Chen",Taiwan,"February 1, 2019",2018,TV-MA,100 min,"Comedies, Dramas, International Movies","A teen navigates a bitter feud between his willful mom and a free-spirited man, who's the lover and insurance beneficiary of his recently deceased dad."
81059656,Movie,E-Cigarettes: Miracle or Menace?,Emma Hatherley,Michael Mosley,United Kingdom,"February 1, 2019",2016,TV-14,52 min,Documentaries,This documentary investigates the surge in vaping culture and whether e-cigarettes can really help smokers kick the habit.
81001413,Movie,Free Rein: Valentine's Day,,"Jaylen Barron, Joe Ashman, Manpreet Bambra, Celine Buckens, Freddy Carter, Bruce Herbelin-Earle, Kerry Ingram, Charlotte Jordan, Geoffrey McGivern, Martin Bobb-Semple, Sadie Simm, Carla Woodcock",United States,"February 1, 2019",2019,TV-Y7,51 min,Movies,"Love is in the air as Zoe and friends go on a quest to find a fabled Maid's Stone. But when rivalry blinds them to danger, it's Raven to the rescue!"
80080618,Movie,Guilty,Meghna Gulzar,"Irrfan Khan, Konkona Sen Sharma, Neeraj Kabi, Sohum Shah, Atul Kumar, Gajraj Rao, Prakash Belawadi, Shishir Sharma, Tabu",India,"February 1, 2019",2015,TV-MA,127 min,"Dramas, International Movies","When a teen and her family's hired servant turn up dead, inept police bungle the inquiry and wind up fingering a controversial prime suspect."
81059603,TV Show,Harold Shipman - Driven to Kill,,Harold Shipman,United Kingdom,"February 1, 2019",2014,TV-14,1 Season,"British TV Shows, Crime TV Shows, Docuseries","Interviews and dramatic reconstructions illuminate the twisted motivations and brazen crimes of serial killer and respected physician, Harold Shipman."
80994282,Movie,Have You Seen the Listers?,Eddie Martin,Anthony Lister,Australia,"February 1, 2019",2017,TV-MA,86 min,"Documentaries, International Movies",This documentary paints a candid picture of Australian street artist Anthony Lister as he navigates his burgeoning career and personal hardships.
80220013,Movie,Heal,Kelly Noonan,"Kelly Noonan, Deepak Chopra, Michael Beckwith, Joe Dispenza, Dr. Jeffrey Thompson, Gregg Braden, Joan Borysenko, Marianne Williamson",United States,"February 1, 2019",2017,TV-PG,107 min,Documentaries,"Stories from spiritual leaders, physicians and those with chronic illnesses reveal the powerful connection between the human psyche and physical health."
81059643,TV Show,Hunters of the South Seas,,Will Millard,United Kingdom,"February 1, 2019",2015,TV-14,1 Season,"British TV Shows, Docuseries","In a far corner of the Pacific Ocean, people who live entirely at sea share insights into their incredible amphibious lifestyle."
80065492,Movie,Lego DC Comics: Batman Be-Leaguered,Rick Morales,"Dee Bradley Baker, Troy Baker, John DiMaggio, Grey DeLisle, Tom Kenny, Nolan North, Khary Payton, James Arnold Taylor",United States,"February 1, 2019",2014,TV-Y7,22 min,Movies,"When Superman and the other Justice League superheroes start disappearing, it's up to Batman to unravel the caper and save the day."
81050118,TV Show,Lego Friends: Girls on a Mission,"Andrew Tan, Stephen Murray","Jasmine St. Clair, Allegra Clark, Rosamund Marks, Faye Mata, Kira Buckland, David Roach, Bradley Venable",Denmark,"February 1, 2019",2018,TV-Y,1 Season,Kids' TV,"Five best friends put their teamwork, wits and courage to the test when they take on a mission to protect Heartlake City from bad people."
81048914,Movie,LEGO Marvel Super Heroes: Black Panther,Michael D. Black,"James Mathis III, Keston John, Yvette Nicole Brown, Daisy Lightfoot, Isaac C. Singleton Jr., Trevor Devall, Liam O'Brien, Mick Wingert, Fred Tatasciore, Laura Bailey",United States,"February 1, 2019",2018,TV-Y7-FV,22 min,Children & Family Movies,"When Thanos joins forces with villains Killmonger and Klaue to destroy Earth, Black Panther rushes to stop them from stealing Wakanda's vibranium."
81048916,Movie,LEGO Marvel Super Heroes: Guardians of the Galaxy,,,United States,"February 1, 2019",2017,TV-Y7-FV,22 min,Children & Family Movies,"The Guardians are on a mission to deliver the Build Stone to the Avengers before the Ravagers, Thanos and his underlings steal it from them."
81048910,Movie,LEGO Ninjago: Masters of Spinjitzu: Day of the Departed,,,"Denmark, China","February 1, 2019",2016,TV-Y7-FV,44 min,"Action & Adventure, Children & Family Movies",Cole finds himself trapped in Yang's temple after accidentally releasing a host of villainous spirits that the Ninja must defeat.
80997225,TV Show,Lo que la verdad esconde: El caso Asunta (Operacion Nenúfar),,,Spain,"February 1, 2019",2017,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows","This true crime series investigates newfound evidence and unanswered questions in famous criminal cases, such as the murder of Asunta Basterra Porto."
80220228,Movie,Malicious,Michael Winnick,"Bojana Novakovic, Josh Stewart, Delroy Lindo, Melissa Bolona, Yvette Yates, Luke Edwards, Jaqueline Fleming, Ben VanderMey, Presley Richardson, Joy Kate Lawson",United States,"February 1, 2019",2018,TV-MA,91 min,Horror Movies,"After receiving a strange present, a professor and his pregnant wife are plagued by tragedy and a paranormal presence that's determined to kill."
81059663,TV Show,My Tattoo Addiction,,Julian Barratt,United Kingdom,"February 1, 2019",2013,TV-MA,1 Season,"British TV Shows, Docuseries",Ink junkies dig skin deep and share personal stories about their collection of body art.
70101697,Movie,Ninja Assassin,James McTeigue,"Rain, Naomie Harris, Ben Miles, Rick Yune, Shô Kosugi, Sung Kang, Richard van Weyden, Thorston Manderlay, Wladimir Tarasjanz, Eleonore Weisgerber","Germany, United States","February 1, 2019",2009,R,99 min,Action & Adventure,"When his best friend is murdered by the shadowy Ozunu clan, Raizo, an orphan raised to be an assassin, vows revenge."
81063091,TV Show,Operation Gold Rush,,"Dan Snow, Felicity Ashton, Kevin Fong, Alisdair Simpson",United Kingdom,"February 1, 2019",2016,TV-14,1 Season,"British TV Shows, Reality TV",A team of modern-day adventurers follows the footsteps of the money-hungry explorers who trekked the Klondike in search of Canadian gold.
80106984,Movie,Personal Shopper,Olivier Assayas,"Kristen Stewart, Lars Eidinger, Sigrid Bouaziz, Anders Danielsen Lie, Ty Olwin, Hammou Graïa, Nora von Waldstätten, Benjamin Biolay, Audrey Bonnet, Pascal Rambert","France, Germany, Czech Republic, Belgium","February 1, 2019",2016,R,105 min,"Dramas, International Movies, Thrillers","A psychic medium takes a job as personal shopper for a spoiled celebrity in order to contact the spirit of her brother, who owned her employer's home."
80211627,TV Show,Russian Doll,,"Natasha Lyonne, Charlie Barnett, Yul Vazquez, Elizabeth Ashley, Dascha Polanco, Jeremy Bobb, Greta Lee, Rebecca Henderson, Brendan Sexton III, Chloë Sevigny, Brooke Timber",United States,"February 1, 2019",2019,TV-MA,1 Season,"TV Comedies, TV Dramas",Nadia keeps dying and reliving her 36th birthday party. She's trapped in a surreal time loop – and staring down the barrel of her own mortality.
81041414,TV Show,Sparta,,"Alexander Petrov, Artyom Tkachenko, Valeria Shkirando, Marina Kaletskaya, Alisa Lozovskaya, Olga Sutulova, Fillip Gorenshtein, Olga Vinichenko, Petar Zakavitsa, Yan Gakharmanov",Russia,"February 1, 2019",2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","While investigating the mysterious death of a teacher, a grizzled detective gets caught up in the world of a high-stakes virtual reality game."
80990612,TV Show,Sword Art Online Alternative: Gun Gale Online,,"Tomori Kusunoki, Yoko Hikasa, Kazuyuki Okitsu, Chinatsu Akasaki",Japan,"February 1, 2019",2018,TV-14,1 Season,"Anime Series, International TV Shows",College student Karen takes up Gun Gale Online and gets a reputation as the Pink Demon. Then her gaming buddy Pitohui asks her to join the Squad Jam.
81059684,TV Show,The Bible's Buried Secrets,,Francesca Stavrakopoulou,United Kingdom,"February 1, 2019",2011,TV-14,1 Season,"British TV Shows, Docuseries, Science & Nature TV","Host Francesca Stavrakopoulou travels across the Middle East, offering extraordinary insights into the stories of the Old Testament."
81059816,TV Show,The Big Catch,,Ben Fogle,United Kingdom,"February 1, 2019",2015,TV-PG,1 Season,"British TV Shows, Reality TV","In a global competition, eight fishing enthusiasts battle extreme conditions and dangerous waters to be crowned the ultimate angler."
81063049,TV Show,The Bomb Squad,,Christopher Eccleston,United Kingdom,"February 1, 2019",2011,TV-MA,1 Season,"British TV Shows, Docuseries",This documentary follows British bomb disposal teams in Afghanistan and the dangers they face in their methodical lives on the front lines of war.
80104316,Movie,The Edge of Seventeen,Kelly Fremon Craig,"Hailee Steinfeld, Woody Harrelson, Kyra Sedgwick, Haley Lu Richardson, Blake Jenner, Hayden Szeto","United States, China","February 1, 2019",2016,R,105 min,"Comedies, Dramas","When Nadine's best (and only) friend starts dating her detested older brother, the teenage cynic's life becomes even more unbearable."
80992963,TV Show,The Story of Us with Morgan Freeman,,Morgan Freeman,United States,"February 1, 2019",2017,TV-14,1 Season,Docuseries,"Explore the forces of love, belief, power, war, peace, rebellion and freedom in this series about the ties that bind – and destroy – humanity."
80208661,Movie,The Witch Files,Kyle Rankin,"Holly Taylor, Alice Ziolkoski, Britt Flatmo, Paget Brewster, Tara Robinson, Adrienne Rose White, Greg Finley, Valerie Mahaffey, Jared Boghosian, William Bornkessel",United States,"February 1, 2019",2018,TV-14,88 min,"Horror Movies, Thrillers","A disparate group of teenage girls discovers how to obtain supernatural abilities, but abusing their newfound power has disturbing consequences."
81063480,Movie,Truckbhar Swapna,Pramod Pawar,"Makrand Deshpande, Kranti Redkar, Mukesh Rishi, Manoj Joshi, Smita Tambe, Aaditi Pohankar, Sahil Gilbile, Jyoti Joshi",India,"February 1, 2019",2018,TV-14,128 min,"Comedies, Dramas, International Movies",A taxi driver living in a Mumbai slum seeks to better his family's life by building an extension of his home while dealing with a lecherous contractor.
81035127,Movie,True: Happy Hearts Day,,"Michela Luci, Jamie Watson, Eric Peterson, Cory Doran, Nicolas Aqui",,"February 1, 2019",2019,TV-Y,24 min,Children & Family Movies,"True and Bartleby try to cheer up the Rainbow Kingdom’s loneliest citizen, but his gloomy mood is contagious! Can a trio of wishes turn things around?"
80199689,Movie,Velvet Buzzsaw,Dan Gilroy,"Jake Gyllenhaal, Rene Russo, Zawe Ashton, Toni Collette, John Malkovich, Natalia Dyer, Daveed Diggs, Tom Sturridge",United States,"February 1, 2019",2019,R,113 min,"Dramas, Thrillers","A feared critic, an icy gallery owner and an ambitious assistant snap up a recently deceased artist's stash of paintings – with dire consequences."
81063084,Movie,What Makes a Psychopath?,Rebecca Harrison,,United Kingdom,"February 1, 2019",2017,TV-14,52 min,Documentaries,"This wide-ranging documentary examines the behaviors considered in a diagnosis of psychopathy and includes nonviolent, successful figures in history."
81059649,Movie,Why Are We Getting So Fat?,"Milla Harrison-Hansley, Alicky Sussman",Giles Yeo,United Kingdom,"February 1, 2019",2016,TV-14,50 min,Documentaries,A Cambridge geneticist dispels misconceptions about living with obesity and explores why the epidemic continues to expand across the UK and America.
81059856,TV Show,World's Busiest Cities,,"Anita Rani, Ade Adepitan, Dan Snow",United Kingdom,"February 1, 2019",2017,TV-PG,1 Season,"British TV Shows, Docuseries","From Moscow to Mexico City, three BBC journalists delve into the inner workings of some of the most burgeoning metropolises on Earth."
81059812,Movie,World's Weirdest Homes,Storm Theunissen,Charlie Luxton,,"February 1, 2019",2015,TV-PG,49 min,Movies,"From a bubble-shaped palace to an island built on plastic bottles, tour the world’s most fantastically bizarre residences."
80205451,Movie,42 Grams,Jack C. Newell,Jake Bickelhaupt,United States,"February 1, 2018",2017,TV-MA,81 min,Documentaries,"After launching a successful underground restaurant out of their apartment, an ambitious chef and his wife open an all-consuming upscale eatery."
70045919,Movie,Æon Flux,Karyn Kusama,"Charlize Theron, Marton Csokas, Jonny Lee Miller, Sophie Okonedo, Frances McDormand, Pete Postlethwaite, Amelia Warner, Caroline Chikezie, Nikolai Kinski, Paterson Joseph, Yangzom Brauen",United States,"February 1, 2018",2005,PG-13,93 min,"Action & Adventure, Sci-Fi & Fantasy","Aiming to hasten an uprising, the leader of an underground rebellion dispatches acrobatic assassin Aeon Flux to eliminate the government's top leader."
80141928,Movie,Before the Flood,Fisher Stevens,Leonardo DiCaprio,United States,"February 1, 2018",2016,PG,97 min,Documentaries,Leonardo DiCaprio crisscrosses the globe to investigate the consequences of man-made globe warming and the measures being taken to reverse it.
80198055,Movie,Emo the Musical,Neil Triffett,"Benson Jack Anthony, Jordan Hare, Rahart Adams, Jon Prasida, Lucy Barrett, Ben Bennett, Craig Hyde-Smith, Geraldine Viswanathan, Kevin Clayette, Bridie Carter",Australia,"February 1, 2018",2016,PG-13,94 min,"Dramas, International Movies, Music & Musicals","Expelled from private school for attempted suicide, emo Ethan enters the world of Seymour High and meets a cute Christian who's ready to convert him."
80186731,Movie,Gender Revolution: A Journey with Katie Couric,,Katie Couric,United States,"February 1, 2018",2017,TV-PG,90 min,"Documentaries, LGBTQ Movies","Katie Couric explores our evolving understanding of gender identity, speaking with transgender and intersex individuals about their experiences."
80195654,Movie,How the Beatles Changed the World,Tom O'Dell,"George Harrison, John Lennon, Ringo Starr, Paul McCartney, Brian Epstein","United States, United Kingdom","February 1, 2018",2017,TV-PG,110 min,"Documentaries, Music & Musicals",Interviews and rare archival footage illuminate how the Beatles' influence over music and culture continues to be felt around the world.
80170992,Movie,Inxeba,John Trengove,"Nakhane Touré, Bongile Mantsai, Niza Jay, Thobani Mseleni, Gamelihle Bovana, Halalisani Bradley Cebekhulu, Inga Qwede, Sibabalwe Ngqayana, Siphosethu Ngcetane, Zwelakhe Mtsaka","South Africa, Germany, Netherlands, France","February 1, 2018",2017,TV-MA,88 min,"Dramas, Independent Movies, International Movies","At an initiation ritual for the young men of his Xhosa community, a closeted factory hand meets a Johannesburg teen who discovers his best-kept secret."
80227121,Movie,John Mellencamp: Plain Spoken,,John Mellencamp,,"February 1, 2018",2017,TV-MA,80 min,"Documentaries, Music & Musicals",Iconic rocker John Mellencamp lights up Chicago in an electrifying live performance featuring old classics and new tracks.
80222248,Movie,Liberated: The New Sexual Revolution,,,"United States, Mexico","February 1, 2018",2017,TV-MA,86 min,Documentaries,"Filmmakers explore how pop culture shapes a new generation's beliefs about gender, sexuality and violence on display among students on spring break."
